gene_id,Embryo0-2h,Embryo2-4h,Embryo4-6h,Embryo6-8h,Embryo8-10h,Embryo10-12h,Embryo12-14h,Embryo14-16h,Embryo16-18h,Embryo18-20h,Embryo20-22h,Embryo22-24h,L1,L2,L3+12h,L3PS1-2,L3PS3-6,L3PS7-9,Prepupae,Prepupae+12h,Prepupae+24h,Prepupae+2d,Prepupae+3d,Prepupae+4d,Male+1d,Male+5d,Male+30d,Female+1d,Female+5d,Female+30d
FBgn0037121,70.538,57.718999999999994,96.0265,129.17700000000002,123.985,122.04899999999999,85.1035,73.8506,50.4674,38.8405,44.318999999999996,37.9781,115.21799999999999,69.6584,47.9469,36.6681,40.0597,53.6637,46.0372,45.5767,50.1444,41.0749,27.839000000000002,34.0148,27.1403,36.933,47.8385,61.6791,65.4782,74.5292
FBgn0000560,0.0,0.173485,0.402623,2.91298,2.90329,1.79686,1.03768,0.5657409999999999,0.459351,0.513907,0.129962,0.106851,0.119045,0.10905699999999999,0.244527,0.376811,0.790518,0.989575,0.8611639999999999,0.9979530000000001,1.9637900000000001,6.3354800000000004,1.7762099999999998,1.41739,1.47494,2.37374,2.91168,0.24851700000000002,0.132601,0.129971
FBgn0022936,61.0425,33.1257,46.5624,29.0276,22.8251,16.101,14.0264,7.93929,5.65951,4.58664,3.2471200000000002,4.07995,9.611880000000001,12.1655,10.9386,13.3173,15.2832,16.0789,13.6342,15.5641,16.0543,12.5821,6.17569,5.42442,5.7270199999999996,7.5551699999999995,9.00432,17.713,35.129,36.4439
FBgn0037138,48.7683,5.77519,1.65165,2.9394299999999998,5.38886,10.2835,15.0731,20.2673,36.3219,38.7169,41.7961,50.5729,60.1719,50.6472,66.5572,48.1736,42.24,33.0438,30.8118,51.0039,41.0855,63.3844,134.255,83.8426,77.0759,76.2331,64.2177,63.0781,67.8719,61.8692
FBgn0037140,0.149543,0.423604,1.06695,1.7976400000000001,4.19549,12.8371,11.6975,12.5685,8.87767,13.3031,23.1066,26.9761,41.9777,29.2429,6.22105,2.84459,4.522819999999999,9.67384,17.9542,52.294,30.125999999999998,21.8565,7.40503,6.880960000000001,11.9949,14.4012,15.5405,8.05207,4.94923,6.06199
FBgn0037141,18.3031,3.49707,9.10185,10.0049,7.485180000000001,3.7118,2.5884099999999997,1.48597,1.07813,0.9808,0.942298,1.14026,1.6548900000000002,1.44229,1.08817,1.5663200000000002,2.55645,3.05608,2.9318,3.06717,2.823,1.72826,1.21596,1.2893,1.05385,1.54986,1.7218200000000001,7.836110000000001,17.8777,18.8921
FBgn0037143,0.0261084,0.11333399999999999,0.127966,0.175096,0.0999403,0.0730633,0.251339,0.057321500000000004,0.09285410000000001,0.0987306,0.0924336,0.0495902,0.019886900000000002,0.0154077,0.0337642,0.238181,0.8822459999999999,0.8510909999999999,0.8407459999999999,1.9587700000000001,2.43899,2.55963,2.7296400000000003,2.30884,3.641,5.4320699999999995,6.59466,0.09086269999999999,0.0646901,0.115933
FBgn0037144,33.8932,9.28909,2.68371,8.47433,16.6855,18.1757,12.7422,12.7329,9.851360000000001,14.741,23.3079,19.4928,22.234,15.5103,9.8386,3.63541,1.6432400000000003,1.19682,0.45560600000000007,1.3682299999999998,3.4553199999999995,3.6948199999999995,2.90142,4.38523,4.5777,5.88604,5.064430000000001,21.1635,28.654,31.5226
FBgn0029091,0.06545720000000001,0.670672,2.12996,12.005,20.1152,16.1325,11.3747,5.38251,2.84764,5.13891,7.26425,7.63755,8.24783,6.2705400000000004,7.39615,7.38525,8.025780000000001,6.53592,5.19986,61.6791,18.5313,4.15416,1.83247,14.5289,12.8562,16.9678,17.8715,10.918,5.64151,6.35802
FBgn0037146,0.421649,0.703238,1.5765799999999999,13.8036,21.2713,46.6906,37.4194,64.6078,73.1558,113.024,126.156,139.416,92.6225,99.7414,81.6788,123.726,136.575,91.6785,68.1753,55.1964,33.1991,36.8266,36.6967,122.759,199.167,199.81599999999997,210.678,124.727,57.8975,83.344
